0.000000 0.000000 0.000000
0.000000 0.010000 0.000000
0.000000 0.020000 0.000000
0.000000 0.030000 0.000000
0.000000 0.040000 0.000000
0.000000 0.050000 0.000000
0.000000 0.060000 0.000000
0.000000 0.070000 0.000000
0.000000 0.080000 0.000000
0.000000 0.090000 0.000000
0.000000 0.100000 0.000000
0.000000 0.110000 0.000000
0.000000 0.120000 0.000000
0.000000 0.130000 0.000000
0.000000 0.140000 0.000000
0.000000 0.150000 0.000000
0.000000 0.160000 0.000000
0.000000 0.170000 0.000000
0.000000 0.180000 0.000000
0.000000 0.190000 0.000000
0.000000 0.200000 0.000000
0.000000 0.210000 0.000000
0.000000 0.220000 0.000000
0.000000 0.230000 0.000000
0.000000 0.240000 0.000000
0.000000 0.250000 0.000000
0.000000 0.260000 0.000000
0.000000 0.270000 0.000000
0.000000 0.280000 0.000000
0.000000 0.290000 0.000000
0.000000 0.300000 0.000000
0.000000 0.310000 0.000000
0.000000 0.320000 0.000000
0.000000 0.330000 0.000000
0.000000 0.340000 0.000000
0.000000 0.350000 0.000000
0.000000 0.360000 0.000000
0.000000 0.370000 0.000000
0.000000 0.380000 0.000000
0.000000 0.390000 0.000000
0.000000 0.400000 0.000000
0.000000 0.410000 0.000000
0.000000 0.420000 0.000000
0.000000 0.430000 0.000000
0.000000 0.440000 0.000000
0.000000 0.450000 0.000000
0.000000 0.460000 0.000000
0.000000 0.470000 0.000000
0.000000 0.480000 0.000000
0.000000 0.490000 0.000000
0.000000 0.500000 0.000000
0.000000 0.510000 0.000000
0.000000 0.520000 0.000000
0.000000 0.530000 0.000000
0.000000 0.540000 0.000000
0.000000 0.550000 0.000000
0.000000 0.560000 0.000000
0.000000 0.570000 0.000000
0.000000 0.580000 0.000000
0.000000 0.590000 0.000000
0.000000 0.600000 0.000000
0.000000 0.610000 0.000000
0.000000 0.620000 0.000000
0.000000 0.630000 0.000000
0.000000 0.640000 0.000000
0.000000 0.650000 0.000000
0.000000 0.660000 0.000000
0.000000 0.670000 0.000000
0.000000 0.680000 0.000000
0.000000 0.690000 0.000000
0.000000 0.700000 0.000000
0.000000 0.710000 0.000000
0.000000 0.720000 0.000000
0.000000 0.730000 0.000000
0.000000 0.740000 0.000000
0.000000 0.750000 0.000000
0.000000 0.760000 0.000000
0.000000 0.770000 0.000000
0.000000 0.780000 0.000000
0.000000 0.790000 0.000000
0.000000 0.800000 0.000000
0.000000 0.810000 0.000000
0.000000 0.820000 0.000000
0.000000 0.830000 0.000000
0.000000 0.840000 0.000000
0.000000 0.850000 0.000000
0.000000 0.860000 0.000000
0.000000 0.870000 0.000000
0.000000 0.880000 0.000000
0.000000 0.890000 0.000000
0.000000 0.900000 0.000000
0.000000 0.910000 0.000000
0.000000 0.920000 0.000000
0.000000 0.930000 0.000000
0.000000 0.940000 0.000000
0.000000 0.950000 0.000000
0.000000 0.960000 0.000000
0.000000 0.970000 0.000000
0.000000 0.980000 0.000000
0.000000 0.990000 0.000000
0.000000 1.000000 0.000000
0.010000 0.000000 0.000000
0.010000 0.010000 0.000084
0.010000 0.020000 0.000169
0.010000 0.030000 0.000254
0.010000 0.040000 0.000339
0.010000 0.050000 0.000424
0.010000 0.060000 0.000510
0.010000 0.070000 0.000596
0.010000 0.080000 0.000683
0.010000 0.090000 0.000770
0.010000 0.100000 0.000858
0.010000 0.110000 0.000948
0.010000 0.120000 0.001038
0.010000 0.130000 0.001129
0.010000 0.140000 0.001221
0.010000 0.150000 0.001315
0.010000 0.160000 0.001410
0.010000 0.170000 0.001506
0.010000 0.180000 0.001604
0.010000 0.190000 0.001703
0.010000 0.200000 0.001804
0.010000 0.210000 0.001907
0.010000 0.220000 0.002012
0.010000 0.230000 0.002119
0.010000 0.240000 0.002228
0.010000 0.250000 0.002340
0.010000 0.260000 0.002453
0.010000 0.270000 0.002570
0.010000 0.280000 0.002688
0.010000 0.290000 0.002810
0.010000 0.300000 0.002934
0.010000 0.310000 0.003061
0.010000 0.320000 0.003191
0.010000 0.330000 0.003325
0.010000 0.340000 0.003462
0.010000 0.350000 0.003602
0.010000 0.360000 0.003746
0.010000 0.370000 0.003894
0.010000 0.380000 0.004045
0.010000 0.390000 0.004201
0.010000 0.400000 0.004361
0.010000 0.410000 0.004525
0.010000 0.420000 0.004694
0.010000 0.430000 0.004867
0.010000 0.440000 0.005045
0.010000 0.450000 0.005229
0.010000 0.460000 0.005417
0.010000 0.470000 0.005611
0.010000 0.480000 0.005811
0.010000 0.490000 0.006016
0.010000 0.500000 0.006227
0.010000 0.510000 0.006445
0.010000 0.520000 0.006669
0.010000 0.530000 0.006900
0.010000 0.540000 0.007137
0.010000 0.550000 0.007382
0.010000 0.560000 0.007634
0.010000 0.570000 0.007893
0.010000 0.580000 0.008161
0.010000 0.590000 0.008436
0.010000 0.600000 0.008720
0.010000 0.610000 0.009013
0.010000 0.620000 0.009314
0.010000 0.630000 0.009625
0.010000 0.640000 0.009945
0.010000 0.650000 0.010276
0.010000 0.660000 0.010616
0.010000 0.670000 0.010967
0.010000 0.680000 0.011329
0.010000 0.690000 0.011702
0.010000 0.700000 0.012086
0.010000 0.710000 0.012483
0.010000 0.720000 0.012892
0.010000 0.730000 0.013314
0.010000 0.740000 0.013749
0.010000 0.750000 0.014197
0.010000 0.760000 0.014660
0.010000 0.770000 0.015137
0.010000 0.780000 0.015629
0.010000 0.790000 0.016137
0.010000 0.800000 0.016660
0.010000 0.810000 0.017200
0.010000 0.820000 0.017757
0.010000 0.830000 0.018332
0.010000 0.840000 0.018925
0.010000 0.850000 0.019536
0.010000 0.860000 0.020167
0.010000 0.870000 0.020818
0.010000 0.880000 0.021489
0.010000 0.890000 0.022181
0.010000 0.900000 0.022896
0.010000 0.910000 0.023633
0.010000 0.920000 0.024393
